PROGRAMA;NOMBRE_CONCURSO;CODIGO_PROYECTO;PALABRAS_CLAVES
FONDECYT;FONDECYT REGULAR 2016;1160001;"PROPIEDADES;UNIVERSALES;TROPOS"
FONDECYT;FONDECYT REGULAR 2016;1160004;"INTEGRAL POINTS;NERON CLASS GROUPS;SPHERICAL VARIETIES"
FONDECYT;FONDECYT REGULAR 2016;1160005;"SATISFACCION CON LA VIDA;FAMILIA;ALIMENTACION"
FONDECYT;FONDECYT REGULAR 2016;1160013;"METALLOTHIONEINS;PHYTOCHELATINS;COPPER ACCUMULATION"
FONDECYT;FONDECYT REGULAR 2016;1160015;"SJÖGRENS'S SYNDROME;ALTERED UNFOLDED PROTEIN RESPONSE;EPIGENETIC MECHANISMS"
FONDECYT;FONDECYT REGULAR 2016;1160017;"DICTADURA MILITAR ;DERECHAS;EUROPA OCCIDENTAL"
FONDECYT;FONDECYT REGULAR 2016;1160018;"ENVIRONMENTAL MEDIA;BIOMONITORING;TRACE ELEMENTS"
FONDECYT;FONDECYT REGULAR 2016;1160019;"CULTURA LATINOAMERICANA;SEGUNDA MODERNIDAD;SIGLO XX"
FONDECYT;FONDECYT REGULAR 2016;1160025;"LOCATION;COMPETITIVE;AGGLOMERATION"
FONDECYT;FONDECYT REGULAR 2016;1160026;"DESERT ECOLOGY;PLANT - ANIMAL INTERACTIONS;TROPHIC INTERACTIONS"
FONDECYT;FONDECYT REGULAR 2016;1160027;"CRONICA CONTEMPORANEA;LITERATURA Y PERIODISMO;MAL "
FONDECYT;FONDECYT REGULAR 2016;1160030;"IMPLICIT CONSTITUTIVE RELATIONS;DISSIPATIVE MEDIA;ROCK MECHANICS"
FONDECYT;FONDECYT REGULAR 2016;1160031;"COMUNISMO CHILENO;FRENTE POPULAR;MOVIMIENTO POPULAR"
FONDECYT;FONDECYT REGULAR 2016;1160037;"EMPIRICAL CORPORATE FINANCE;BUSINESS GROUPS;IDENTIFICATION STRATEGY"
FONDECYT;FONDECYT REGULAR 2016;1160043;"KIR7.1;CHOROID PLEXUS;CILIARY BODY OF THE EYE"
FONDECYT;FONDECYT REGULAR 2016;1160045;"FRONTERA;INTERCAMBIOS;INTERCULTURALIDAD"
FONDECYT;FONDECYT REGULAR 2016;1160046;"PARAPSYCHOLOGY;TECHNOLOGY;EVIDENCE"
FONDECYT;FONDECYT REGULAR 2016;1160048;"INDUSTRY EVOLUTION;SUPPLY-SIDE ISOLATING MECHANISMS;RECESSIONS"
FONDECYT;FONDECYT REGULAR 2016;1160050;"ESTUDIOS DE RECEPCION;FICCION TELEVISIVA;MEMORIA"
FONDECYT;FONDECYT REGULAR 2016;1160051;"TELLURITE;TOXICITY;ANAEROBIC"
FONDECYT;FONDECYT REGULAR 2016;1160060;"TUBULIN BINDING AGENTS;COMPUTATIONAL DRUG DESIGN;LIGAND-PROTEIN INTERACTIONS"
FONDECYT;FONDECYT REGULAR 2016;1160061;"GREENHOUSE GASES;IONIC LIQUIDS;CO2 RECOVERING"
FONDECYT;FONDECYT REGULAR 2016;1160066;"GREY SYSTEMS THEORY;FUZZY COGNITIVE MAPS;DECISION SUPPORT SYSTEMS"
FONDECYT;FONDECYT REGULAR 2016;1160072;"HEIDEGGER, MARCUSE, ADORNO;INTERPRETACION;CRITICA"
FONDECYT;FONDECYT REGULAR 2016;1160076;"DEVELOPMENTAL NEUROBIOLOGY;GENETICS;NEUROENDOCRINOLOGY"
FONDECYT;FONDECYT REGULAR 2016;1160079;"PRICING;MECHANISM DESIGN;STRATEGIC CONSUMERS"
FONDECYT;FONDECYT REGULAR 2016;1160080;"TRYPANOSOMA CRUZI;MEPRAIA;STARVATION, FEEDING."
FONDECYT;FONDECYT REGULAR 2016;1160094;"RELACIONES DE COHERENCIA;TEXTOS ESCOLARES;PROCESAMIENTO PSICOLINGÜISTICO"
FONDECYT;FONDECYT REGULAR 2016;1160096;"VANGUARDIA CHILENA;POESIA ;POETAS CHILENAS DE LA VANGUARDIA"
FONDECYT;FONDECYT REGULAR 2016;1160097;"""YO PUEDO-YO HAGO"";ETICA HERMENEUTICA;FUNDAMENTOS ONTO-ANTROPOLOGICOS"
FONDECYT;FONDECYT REGULAR 2016;1160098;"RELACIONES INTERNACIONALES;INTEGRACION REGIONAL;RELACIONES VECINALES"
FONDECYT;FONDECYT REGULAR 2016;1160099;"MENTAL HEALTH;MENTAL ILLNESS ;STIGMA & DISCRIMINATION;HEALTH SERVICES;PRIMARY HEALTH CARE"
FONDECYT;FONDECYT REGULAR 2016;1160100;"GREEN CHEMISTRY;FENTON REACTION;PHOTOCATALYSIS"
FONDECYT;FONDECYT REGULAR 2016;1160101;"BLACK TIO2;BLACK ZNO;METAL REDUCTION"
FONDECYT;FONDECYT REGULAR 2016;1160102;"MUSICA CHILENA;CIRCULACION;REPRESENTACION"
FONDECYT;FONDECYT REGULAR 2016;1160105;"FLOTATION;CONTROL;OPTIMIZATION"
FONDECYT;FONDECYT REGULAR 2016;1160106;"MATERIALS ;INTERCALATION CHEMISTRY;MAGNETIC AND SPECTROSCOPIC PROPERTIES"
FONDECYT;FONDECYT REGULAR 2016;1160110;"MENTALIZACION ADULTA;INFANCIA;COMPETENCIAS SOCIOEMOCIONALES Y LINGÜISTICAS"
FONDECYT;FONDECYT REGULAR 2016;1160111;"COMEDIA HUMANISTICA LATINA;FRULOVISI;""CORALLARIA"""
FONDECYT;FONDECYT REGULAR 2016;1160114;"SYNTHESIS AND CHARACTERIZATION OF INCLUSION COMPOUNDS;USE OF DRUGS LIKE GUEST IN CYCLODEXTRINS;METAL NANODECORATION"
FONDECYT;FONDECYT REGULAR 2016;1160115;"OSMOREGULATION IN BIRDS;ENERGY METABOLISM;OXIDATIVE STRESS"
FONDECYT;FONDECYT REGULAR 2016;1160117;"WEB MINING;WEB USER BEHAVIOUR;EEG, EYE TRACKING"
FONDECYT;FONDECYT REGULAR 2016;1160122;"ANGUSTIA INCONSCIENTE;EDDITH STEIN;MARTIN HEIDEGGER"
FONDECYT;FONDECYT REGULAR 2016;1160128;"OPERATING SPEED;VERTICAL ALIGNMENT;PASENGER CARS"
FONDECYT;FONDECYT REGULAR 2016;1160132;"MECANISMOS DE APRENDIZAJE;CONDICIONAMIENTO PAVLOVIANO;EXTINCION Y RENOVACION"
FONDECYT;FONDECYT REGULAR 2016;1160135;"NONLINEAR PARTIAL DIFFERENTIAL EQUATIONS;ELLIPTIC PDES;PARABOLIC PDES"
FONDECYT;FONDECYT REGULAR 2016;1160137;"GRIBOV COPIES;GRIBOV PROPAGATOR;SKYRMIONS"
FONDECYT;FONDECYT REGULAR 2016;1160138;"LITTER DESCOMPOSITION;CHILEAN FOREST ECOSYSTEMS;LEAF TRAITS"
FONDECYT;FONDECYT REGULAR 2016;1160139;"OVARIAN CANCER;NGF;MIRNAS"
FONDECYT;FONDECYT REGULAR 2016;1160142;"NON-STATIONARY FUNDAMENTALS ;COMMODITY PRICES;STORAGE"
FONDECYT;FONDECYT REGULAR 2016;1160145;"MARINE CONSERVATION;ARTISANAL FISHERIES;CHOICE EXPERIMENTS"
FONDECYT;FONDECYT REGULAR 2016;1160147;"TENTATIVA;TEORIA DE LAS NORMAS ;DOLO E IMPUTACION SUBJETIVA"
FONDECYT;FONDECYT REGULAR 2016;1160148;"DESARROLLO PROFESIONAL DOCENTE;COMPETENCIA CIENTIFICA;INDAGACION"
FONDECYT;FONDECYT REGULAR 2016;1160149;"FENOMENOLOGIA;VIDA Y PERCEPCION ;DONACION"
FONDECYT;FONDECYT REGULAR 2016;1160151;"PARTICIPACION CIVICA ;COMPORTAMIENTO PROSOCIAL;CONTEXTO ESCOLAR"
FONDECYT;FONDECYT REGULAR 2016;1160152;"SOERGEL BIMODULES;LIGHT LEAVES;REPRESENTATIONS OF ALGEBRAIC GROUPS"
FONDECYT;FONDECYT REGULAR 2016;1160167;"ELECTROANALYSIS;MICROSAMPLES;HEAVY METALS"
FONDECYT;FONDECYT REGULAR 2016;1160168;"HARMFUL ALGAL BLOOMS;LIPOPHILIC TOXINS;CHILE"
FONDECYT;FONDECYT REGULAR 2016;1160174;"KPZ UNIVERSALITY CLASS;INTERACTING PARTICLE SYSTEMS;GROWTH MODELS"
FONDECYT;FONDECYT REGULAR 2016;1160176;"HIV;N6-METHYLADENOSINE;GENE EXPRESSION"
FONDECYT;FONDECYT REGULAR 2016;1160177;"FLAT BANDS;PT-SYMMETRY;MAGNETIC METAMATERIALS"
FONDECYT;FONDECYT REGULAR 2016;1160180;"HISTORIA;CINE DE FICCION;CHILE"
FONDECYT;FONDECYT REGULAR 2016;1160186;"HETEROGENEIDAD ECONOMICA;ECONOMIAS TERRITORIALIZADAS;POSTCOLONIALIDAD"
FONDECYT;FONDECYT REGULAR 2016;1160188;"FRACTIONS;MATHEMATICS COGNITION;MENTAL AND NEURAL PROCESSES"
FONDECYT;FONDECYT REGULAR 2016;1160191;"POESIA CHILENA;ARTES POETICAS, MANIFIESTOS Y PROCLAMAS;ESTUDIOS CULTURALES"
FONDECYT;FONDECYT REGULAR 2016;1160196;"CONMUTACION;FUNCIONALIDAD;DESARROLLO LOCAL"
FONDECYT;FONDECYT REGULAR 2016;1160197;"FREE ENERGY CALCULATIONS;MOLECULAR DYNAMICS;FORCE FIELD DEVELOPMENT"
FONDECYT;FONDECYT REGULAR 2016;1160198;"MAGNETISM;NANOSTRUCTURES;MAGNETIZATION REVERSAL"
FONDECYT;FONDECYT REGULAR 2016;1160201;"TEOLOGIA;ARRIANISMO;MONARQUIANISMO"
FONDECYT;FONDECYT REGULAR 2016;1160202;"SREBP PATHWAY;ISOPRENOIDS;XANTHOPHYLLOMYCES DENDRORHOUS"
FONDECYT;FONDECYT REGULAR 2016;1160204;"CONTINUOUS OPTIMIZATION;CONIC PROGRAMMING;SENSITIVITY ANALYSIS"
FONDECYT;FONDECYT REGULAR 2016;1160205;"ENSEÑANZA COMPRENSION;PATRONES INSTRUCCIONALES ;INTERACCION PROFESOR-ALUMNO"
FONDECYT;FONDECYT REGULAR 2016;1160209;"FRONTERAS;ACTORES SUB-REGIONALES;ESPACIO TRANSFRONTERIZO"
FONDECYT;FONDECYT REGULAR 2016;1160214;"OSTEOPOROSIS;MTOR;MESENCHYMAL STEM CELLS"
FONDECYT;FONDECYT REGULAR 2016;1160216;"LACTULOSE;B-GALACTOSIDASE;IMMOVILIZATION"
FONDECYT;FONDECYT REGULAR 2016;1160219;"DOCUMENTAL LATINOAMERICANO;MODERNIDAD;TERRITORIO"
FONDECYT;FONDECYT REGULAR 2016;1160220;"METHANE BIOFILTRATION;FUNGAL BIOFILTER;HYDROPHOBICS VOCS"
FONDECYT;FONDECYT REGULAR 2016;1160222;"PERIODISMO Y LITERATURA;CORRESPONSALES;CRONICA"
FONDECYT;FONDECYT REGULAR 2016;1160223;"FUNCTIONAL STRUCTURE;SPATIAL STRUCTURE;URBANIZATION "
FONDECYT;FONDECYT REGULAR 2016;1160224;"SYMBOLIC COMPUTATION;INTERVAL-BASED METHODS;GLOBAL OPTIMIZATION"
FONDECYT;FONDECYT REGULAR 2016;1160227;"HEMICHANNELS;CARBON MONOXIDE;CONNEXINS"
FONDECYT;FONDECYT REGULAR 2016;1160230;"ENSAYO LITERARIO PATRIMONIALISTA;ENSAYO LITERARIO CASUISTA;ENUNCIACION Y FIGURAS TEXTUALES PATRIMONIALISTAS Y CASUISTAS"
FONDECYT;FONDECYT REGULAR 2016;1160236;"POINT SPREAD FUNCTION;ADAPTIVE OPTICS;ASTRONOMICAL INSTRUMENTATION"
FONDECYT;FONDECYT REGULAR 2016;1160239;"KITAEV MODEL;SPIN ICE;FRUSTRATION"
FONDECYT;FONDECYT REGULAR 2016;1160240;"PERSUASION NO ARGUMENTIVA;COMUNICACION EN SALUD PUBLICA;PROMOCION DE SALUD"
FONDECYT;FONDECYT REGULAR 2016;1160241;"NANOCHEMISTRY;NANOSTRUCTURED METAL AND METAL OXIDES ;SOLID STATE "
FONDECYT;FONDECYT REGULAR 2016;1160249;"CYCLODEXTRIN;CHROMONE;METAL COMPLEXES"
FONDECYT;FONDECYT REGULAR 2016;1160251;"TRIP MATRIX ESTIMATION;PATH FLOW;LINK FLOW DENSITY"
FONDECYT;FONDECYT REGULAR 2016;1160258;"SPECIFIC LANGUAGE IMPAIRMENT;ADHD;ATTENTION"
FONDECYT;FONDECYT REGULAR 2016;1160261;"VOLTAGE GATED PROTON CHANNEL (HV1);GATING CURRENTS;COUPLING BETWEEN VSD AND PERMEATION"
FONDECYT;FONDECYT REGULAR 2016;1160270;"CIGARETTE SMOKE;OXIDATIVE STRESS;FILTERS"
FONDECYT;FONDECYT REGULAR 2016;1160271;"SUPRAMOLECULAR ;CATALYSIS;CARBONATES DERIVATIVES"
FONDECYT;FONDECYT REGULAR 2016;1160272;"PENSAMIENTO POLITICO;REPUBLICA ROMANA;LIBERTAD"
FONDECYT;FONDECYT REGULAR 2016;1160277;"PROYECTO DE PAISAJE;GESTION URBANA;PROCESO"
FONDECYT;FONDECYT REGULAR 2016;1160279;"COMISIONES;PROFESIONALIZACION;FACCIONES"
FONDECYT;FONDECYT REGULAR 2016;1160280;"CROSS COVARIANCE MODELS;NON-GAUSSIAN RANDOM FIELD;BLOCKWISE EUCLIDEAN LIKELIHOOD"
FONDECYT;FONDECYT REGULAR 2016;1160282;"WILSON LOOPS, HIGHER SPIN;ADS/CFT, HOLOGRAPHY;SUPERGRAVITY, STRING THEORY"
FONDECYT;FONDECYT REGULAR 2016;1160286;"COMPUTATIONAL INTELLIGENCE;DECISION MAKING;AGGREGATION OPERATORS"
FONDECYT;FONDECYT REGULAR 2016;1160289;"DEMOGRAPHIC CONNECTIVITY;RECRUITMENT;MARINE CONSERVATION"
FONDECYT;FONDECYT REGULAR 2016;1160298;"CODIFICACION DEL DERECHO CANONICO DE 1917;EPISCOPADO ESPAÑOL;EPISCOPADO LATINOAMERICANO"
FONDECYT;FONDECYT REGULAR 2016;1160301;"IMPACTO PSICOSOCIAL;DESASTRES;DESEMPLEO"
FONDECYT;FONDECYT REGULAR 2016;1160302;"ENDOPHYTIC BACTERIA;PLANT GROWTH;CEREAL"
FONDECYT;FONDECYT REGULAR 2016;1160303;"MOVIMIENTO ESTUDIANTIL;PROTESTA SOCIAL;ESTUDIO LONGITUDINAL"
FONDECYT;FONDECYT REGULAR 2016;1160305;"NUMERO;LEIBNIZ;DETERMINACION"
FONDECYT;FONDECYT REGULAR 2016;1160306;"WOOD CHEMISTRY;DISSOLVING PULP;EUCALYPTUS"
FONDECYT;FONDECYT REGULAR 2016;1160308;"PROTESTA;CHILE ;ARGENTINA"
FONDECYT;FONDECYT REGULAR 2016;1160311;"IN-VITRO MEAT;EDIBLE-SCAFFOLD;NON-MAMMALIAN BIOMATERIALS"
FONDECYT;FONDECYT REGULAR 2016;1160315;"SALMONELLA;OXIDATIVE STRESS;ARCAB"
FONDECYT;FONDECYT REGULAR 2016;1160317;"FRET NANOSENSOR;BRAIN ENERGY METABOLISM;CONTROL OF OXIDATIVE PHOSPHORYLATION"
FONDECYT;FONDECYT REGULAR 2016;1160320;"NUMERICAL METHODS;INTERFACES;SOLAR CELLS"
FONDECYT;FONDECYT REGULAR 2016;1160321;"MUNDIALIZACION;ECONOMIA SILVOAGROPECUARIA;SUR DE CHILE"
FONDECYT;FONDECYT REGULAR 2016;1160324;"ELECTRODES WITH RENEWABLE SURFACE;SENSOR OF PHENOLS;COMPOSITE ELECTRODES"
FONDECYT;FONDECYT REGULAR 2016;1160329;"TRAIT-BASED APPROACH TO PLANT ECOLOGY;ENVIRONMENTAL GRADIENTS;EMBOTHRIUM COCCINEUM AND NOTHOFAGUS ANTARCTICA"
FONDECYT;FONDECYT REGULAR 2016;1160330;"RESOURCE ALLOCATION;LEAF HABIT;PHLOEM TRANSPORT"
FONDECYT;FONDECYT REGULAR 2016;1160332;"METABOLISM;BIOENERGETIC;SIGNAL TRANSDUCTION"
FONDECYT;FONDECYT REGULAR 2016;1160334;"IRON;SEED;POLLEN"
FONDECYT;FONDECYT REGULAR 2016;1160336;"NATURAL KILLER T CELLS;T CELLS;CD1D-LIPID PRESENTATION"
FONDECYT;FONDECYT REGULAR 2016;1160343;"DERECHO PENAL AMBIENTAL;DELITOS DE CONTAMINACION;RESPONSABILIDAD PENAL DE LA EMPRESA"
FONDECYT;FONDECYT REGULAR 2016;1160347;"FOXP3+ TREGS;IMMUNE TOLERANCE;TRANSPLANTATION"
FONDECYT;FONDECYT REGULAR 2016;1160352;"TAMOXIFEN;RECURRENT AIRWAY OBSTUCTION;RESOLUTION OF INFLAMMATION"
FONDECYT;FONDECYT REGULAR 2016;1160359;"PSEUDO-DIFFERENTIAL OPERATOR;OPERATOR ALGEBRA;LOCALLY COMPACT GROUP"
FONDECYT;FONDECYT REGULAR 2016;1160368;"ATENCION;INHIBICION MOTORA;ERGONOMIA"
FONDECYT;FONDECYT REGULAR 2016;1160370;"PATAGONIAN FORESTS;ORMISCODES;NOTHOFAGUS"
FONDECYT;FONDECYT REGULAR 2016;1160374;"INMIGRACION;JUDIOS;IDENTIDAD"
FONDECYT;FONDECYT REGULAR 2016;1160378;"FILOSOFÌA DE LA HISTORIA;IDEALISMO;ROMANTICISMO"
FONDECYT;FONDECYT REGULAR 2016;1160388;"INTERCULTURALIDAD;SEMIOTICA;CO-TRADICION"
FONDECYT;FONDECYT REGULAR 2016;1160391;"REDES SOCIALES;EDUCACION;SENTIDO DE LO COMUN"
FONDECYT;FONDECYT REGULAR 2016;1160398;"ESTRADIOL;DOPAMINE;PROGRAMMING"
FONDECYT;FONDECYT REGULAR 2016;1160400;"QUANTUM COMMUNICATION;QUANTUM INFORMATION;HIGH-DIMENSIONAL QUANTUM SYSTEMS"
FONDECYT;FONDECYT REGULAR 2016;1160402;"SECOND LANGUAGE ACQUISITION;SEMIOTICS;LANGUAGE EDUCATION"
FONDECYT;FONDECYT REGULAR 2016;1160409;"HISTORIA Y MEMORIA;ESCUELA MONOCULTURAL;DISPOSITIVOS DE SABER-PODER"
FONDECYT;FONDECYT REGULAR 2016;1160410;"TRANSPORT;TIME USE;TRANSIT"
FONDECYT;FONDECYT REGULAR 2016;1160415;"IDEAS;INSTITUCIONES;TRAYECTORIA"
FONDECYT;FONDECYT REGULAR 2016;1160423;"BEYOND STANDARD MODEL;COMPOSITE HIGGS;ELECTROWEAK SYMMETRY BREAKING"
FONDECYT;FONDECYT REGULAR 2016;1160426;"BACTERIAL MICROBIOTA;FIMBRIAL-MEDIATED ADHERENCE AND INFLAMMATION;DIARRHEOGENIC E. COLI INFECTION"
FONDECYT;FONDECYT REGULAR 2016;1160429;"TRAYECTORIAS DE EVOLUCION DE RENDIMIENTO ACADEMICO;RESILIENCIA SOCIOEDUCATIVA;FACTORES PROTECTORES Y DE RIESGO"
FONDECYT;FONDECYT REGULAR 2016;1160442;"SISTEMA ELECTORAL;PARTIDOS POLITICOS;PARLAMENTARIOS"
FONDECYT;FONDECYT REGULAR 2016;1160443;"CUCURBITURIL;ALBUMIN;PHOTOSENSITIZER"
FONDECYT;FONDECYT REGULAR 2016;1160445;"ETNOGRAFIA;CULTURA ESCOLAR;POLITICA EDUCATIVA"
FONDECYT;FONDECYT REGULAR 2016;1160446;"BRASSINOSTEROIDS;ENCAPSULATED;DROUGHT STRESS"
FONDECYT;FONDECYT REGULAR 2016;1160452;"PRIMERA GUERRA MUNDIAL;COLONIAS EUROPEAS;CHILE"
FONDECYT;FONDECYT REGULAR 2016;1160455;"AUTONOMOUS SEARCH;METAHEURISTICS;OPTIMIZATION"
FONDECYT;FONDECYT REGULAR 2016;1160463;"ACTIVE INGREDIENT;ENCAPSULATION PROCESS;DAIRY FOOD MATRIX"
FONDECYT;FONDECYT REGULAR 2016;1160465;"DIABETIC NEPHROPATHY;GREMLIN ;RENAL FIBROSIS"
FONDECYT;FONDECYT REGULAR 2016;1160467;"CAPACITATION;STALLION;IVF"
FONDECYT;FONDECYT REGULAR 2016;1160469;"CONTRATOS;SERVICIOS;INCUMPLIMIENTO"
FONDECYT;FONDECYT REGULAR 2016;1160471;"ESCRITURA;GRAMATICA;LEXICO"
FONDECYT;FONDECYT REGULAR 2016;1160479;"MERLEAU-PONTY;DERRIDA;LENGUAJE"
FONDECYT;FONDECYT REGULAR 2016;1160480;"NEWLY SYNTHESIZED HISTONES;POST-TRANSLATIONAL MODIFICATIONS;HISTONE PROCESSING"
FONDECYT;FONDECYT REGULAR 2016;1160485;"P-NIO; P-CU2O; P-MOS2;PHOTOELECTROCATALYSTS, WATER SPLITTING;QUANTUM DOTS  DYES  "
FONDECYT;FONDECYT REGULAR 2016;1160486;"NITROXIDE;MICELLES;NANOPARTICLES"
FONDECYT;FONDECYT REGULAR 2016;1160488;"GLACIAL GEOLOGY;PALEOECOLOGY/PALEOCLIMATE;LAST GLACIAL MAXIMUM"
FONDECYT;FONDECYT REGULAR 2016;1160491;"IMPULSIVITY;PERSONALITY;SUBSTANCE USE DISORDERS"
FONDECYT;FONDECYT REGULAR 2016;1160494;"STRUCTURAL HEALTH MONITORING;DAMAGE PROGNOSTICS;FATIGUE"
FONDECYT;FONDECYT REGULAR 2016;1160495;"MUSCULAR DYSTROPHY ;DYSFERLIN ;CYTOSKELETAL ACTIN REMODELING"
FONDECYT;FONDECYT REGULAR 2016;1160501;"HISTORIA SOCIAL Y CULTURAL DEL ESCANDALO;HONOR Y REPUTACION;HISTORIA DE CHILE, 1840-1920"
FONDECYT;FONDECYT REGULAR 2016;1160505;"CARBONYLATION BIOMASS;HYDROGENATION BIOMASS;BIFASIC CATALYSIS"
FONDECYT;FONDECYT REGULAR 2016;1160511;"SOCIEDADES NO JERARQUICAS;PERIODO ALFARERO;CHILE CENTRAL"
FONDECYT;FONDECYT REGULAR 2016;1160518;"TRPM4;EB PROTEINS;CELL MIGRATION"
FONDECYT;FONDECYT REGULAR 2016;1160519;"FRACTIONAL SUB-LAPLACIAN;CR GEOMETRY;CHERN-SIMONS-SCHRÖDINGER"
FONDECYT;FONDECYT REGULAR 2016;1160521;"CARBON-BASED FILLERS (GRAPHENE DERIVATIVES);POLYMERIC NANOCOMPOSITES;PERMEABILITY, BARRIER PROPERTIES"
FONDECYT;FONDECYT REGULAR 2016;1160527;"LOCALLY STATIONARY TIME SERIES;VAR MODELS;FUNCTIONAL TIME SERIES"
FONDECYT;FONDECYT REGULAR 2016;1160540;"LOCAL AND GLOBAL BEHAVIOR;EXISTENCE, MULTIPLICITY, AND UNIQUENESS RESULTS;ASYMPTOTICALLY AUTONOMOUS SEMILINEAR PARABOLIC PROBLEM"
FONDECYT;FONDECYT REGULAR 2016;1160541;"GEOMETRY;DYNAMICS;GROUPS"
FONDECYT;FONDECYT REGULAR 2016;1160543;"COMPUTATIONAL GEOMETRY;UNCERTAIN DATA;ALGORITHMS"
FONDECYT;FONDECYT REGULAR 2016;1160546;"HETEROBIMETALLIC;RHENIUM;ENERGY TRANSFER"
FONDECYT;FONDECYT REGULAR 2016;1160547;"INDUSTRIAL FLOTATION ;SURFACE LIBERATION;MODELLING "
FONDECYT;FONDECYT REGULAR 2016;1160550;"COMPLEX DYNAMICS;MODULI SPACE;CUBIC POLYNOMIALS"
FONDECYT;FONDECYT REGULAR 2016;1160558;"NANOENCAPSULATION;NANOSPONGES;LIPOPHILIC BIOACTIVES"
FONDECYT;FONDECYT REGULAR 2016;1160559;"PATH PROVISIONING;SOFTWARE DEFINED NETWORKS; CORRELATED FAILURES"
FONDECYT;FONDECYT REGULAR 2016;1160566;"FORMACION DOCENTE;EDUCACION PREESCOLAR;LENGUAJE"
FONDECYT;FONDECYT REGULAR 2016;1160567;"OPTIMAL CONTROL;VIABILITY;NATURAL RESOURCES MANAGEMENT"
FONDECYT;FONDECYT REGULAR 2016;1160574;"MOLECULAR DYNAMICS;GAP JUNCTION CHANNELS;CONNEXIN"
FONDECYT;FONDECYT REGULAR 2016;1160578;"MIXED METHOD;INF SUP CONDITION;A POSTERIORI ERROR ESTIMATOR"
FONDECYT;FONDECYT REGULAR 2016;1160583;"INTERSPECIFIC HYBRIDIZATION ;PREZYGOTIC BARRIERS;POSTZYGOTIC BARRIERS"
FONDECYT;FONDECYT REGULAR 2016;1160584;"QUANTITATIVE TRAIT LOCI;MEALINESS;PEACH"
FONDECYT;FONDECYT REGULAR 2016;1160597;"EDIBLE SEAWEEDS;DRYING PROCESS;FUNCTIONAL FOOD"
FONDECYT;FONDECYT REGULAR 2016;1160601;"CONDICIONAMIENTO;PROCESOS AUTOMATICOS;ASOCIACION"
FONDECYT;FONDECYT REGULAR 2016;1160602;"OBJECION DE CONCIENCIA;LIBERTAD DE CONCIENCIA;INTERRUPCION DEL EMBARAZO"
FONDECYT;FONDECYT REGULAR 2016;1160603;"LATTICES AND ORDERS;BRUHAT-TIT TREES AND BUILDINGS;LOCAL AND GLOBAL FIELDS"
FONDECYT;FONDECYT REGULAR 2016;1160604;"CORROSION;TI-6AL-4V ALLOY;IMPLANTS"
FONDECYT;FONDECYT REGULAR 2016;1160613;"INFRARED IMAGING;INFRARED MICROSCOPE ;SUPER-RESOLUTION AND NONUNIFORMITY "
FONDECYT;FONDECYT REGULAR 2016;1160617;"OXIDATIVE POTENTIAL;URBAN AEROSOLS;REACTIVE OXYGEN SPECIES "
FONDECYT;FONDECYT REGULAR 2016;1160625;"AUTORIDAD PEDAGOGICA;PROFESOR PRINCIPIANTE;EDUCACION SECUNDARIA"
FONDECYT;FONDECYT REGULAR 2016;1160626;"AGENDA;POLITICAS PUBLICAS;HISTORIA POLITICA"
FONDECYT;FONDECYT REGULAR 2016;1160627;"EVOLUTIONARY GENOMICS;MOLECULAR EVOLUTION;EVOLUTION"
FONDECYT;FONDECYT REGULAR 2016;1160631;"VENTILATOR INDUCED LUNG INJURY ;LUNG STRAIN;MECHANOTRANSDUCTION "
FONDECYT;FONDECYT REGULAR 2016;1160636;"ABUSOS DE MERCADO DE VALORES;USO DE INFORMACION PRIVILEGIADA Y MANIPULACION DE MERCADO DE VALORES;FALSEDADES BURSATILES"
FONDECYT;FONDECYT REGULAR 2016;1160637;"TEORIA DEL DRAMA;INDUSTRIA AUDIOVISUAL CHILENA;GUION "
FONDECYT;FONDECYT REGULAR 2016;1160639;"ATOMIC STRUCTURE AND PHASE TRANSITIONS;NANOTUBES;MAGNETIC STRUCTURE AND STABILITY"
FONDECYT;FONDECYT REGULAR 2016;1160650;"SOCIOLOGIA DE LA INFANCIA;ANALISIS CRITICO DEL DISCURSO;RELACIONES ENTRE PADRES E HIJOS(AS)"
FONDECYT;FONDECYT REGULAR 2016;1160653;"TRASTORNO ESPECIFICO DEL LENGUAJE;SINTAXIS;RENDIMIENTO ESCOLAR"
FONDECYT;FONDECYT REGULAR 2016;1160656;"MEAN RESIDENCE TIME;ANDEAN WATERSHEDS;ENVIRONMENTAL ISOTOPES"
FONDECYT;FONDECYT REGULAR 2016;1160672;"FREEDOM;WILL;RESPONSABILITY"
FONDECYT;FONDECYT REGULAR 2016;1160683;"CUIDADOS Y GENERO;FEMINIZACION DEL ENVEJECIMIENTO;DESIGUALDADES ACUMULADAS"
FONDECYT;FONDECYT REGULAR 2016;1160685;"TERMOELECTRIC MATERIALS;CHALCOGENIDES;SEEBECK EFFECT"
FONDECYT;FONDECYT REGULAR 2016;1160690;"ENERGY MANAGEMENT;MICROGRIDS;MODULAR POWER CONVERTERS"
FONDECYT;FONDECYT REGULAR 2016;1160691;"WOOD;FAILURE;HOMOGENISATION"
FONDECYT;FONDECYT REGULAR 2016;1160695;"ALDOSTERONE DYSREGULATION;METABOLIC SYNDROME;OBESITY"
FONDECYT;FONDECYT REGULAR 2016;1160702;"BIOFILM;C-DI-GMP PATHWAY;ACIDITHIOBACILLUS BIOMINING"
